name,item_description,price,price_description, weight in lb.,rarity,attunment,item_type,,,
Spellbook,A book containing a wizard's or spellcaster's spells.,50 gp,,3,common,no,Equipment,,,
"Spikes, iron (10)",A set of 10 iron spikes used for various purposes.,1 gp,,5,common,no,Equipment,,,
Spyglass,A small telescope used for distant viewing.,1000 gp,,1,common,no,Equipment,,,
"Tent, two-person",A portable shelter designed for two people.,2 gp,,20,common,no,Equipment,,,
Tinderbox,A kit containing tools for starting fires.,5 sp,,1,common,no,Equipment,,,
Torch,A flaming stick used for illumination or signaling.,1 cp,,1,common,no,Equipment,,,
Vial,"A small glass container, often used for liquids or potions.",1 gp,,0,common,no,Equipment,,,
Waterskin,A container for carrying water or other liquids.,2 sp,,5,common,no,Equipment,,,
Whetstone,A sharpening stone used for maintaining blades.,1 cp,,1,common,no,Equipment,,,
Alchemist's supplies,"Alchemist's supplies include vials, chemicals, and tools necessary for crafting potions, elixirs, and explosive concoctions.",50 gp,,8,common,no,tools,,,
Brewer's supplies,"Brewer's supplies consist of fermenting barrels, ingredients, and brewing tools for making a variety of alcoholic beverages.",20 gp,,9,common,no,tools,,,
Calligrapher's supplies,"Calligrapher's supplies contain inks, quills, and parchment used for creating intricate and decorative written works.",10 gp,,5,common,no,tools,,,
Painter's supplies,"Painter's supplies encompass brushes, pigments, and canvases for artists to create beautiful paintings and murals.",10 gp,,5,common,no,tools,,,
Cartographer's tools,"Cartographer's tools are used for mapmaking and navigation, including compasses, quills, and parchment for charts.",15 gp,,6,common,no,tools,,,
Cobbler's tools,Cobbler's tools include various implements and materials for crafting and repairing footwear.,5 gp,,5,common,no,tools,,,
Cook's utensils,"Cook's utensils consist of pots, pans, knives, and other cooking tools needed to prepare delicious meals.",1 gp,,8,common,no,tools,,,
Glassblower's tools,"Glassblower's tools are used for shaping and crafting intricate glass objects, such as vases, lenses, and sculptures.",30 gp,,5,common,no,tools,,,
Jeweler's tools,Jeweler's tools contain precision instruments for crafting intricate jewelry and gemstone settings.,25 gp,,2,common,no,tools,,,
Leatherworker's tools,"Leatherworker's tools include needles, thread, and leather for creating armor, clothing, and accessories.",5 gp,,5,common,no,tools,,,
Mason's tools,"Mason's tools are used for working with stone and masonry, including chisels, hammers, and trowels.",10 gp,,8,common,no,tools,,,
Carpenter's tools,"Carpenter's tools consist of saws, planes, and measuring devices for woodworking and construction projects.",8 gp,,6,common,no,tools,,,
Potter's tools,"Potter's tools include a pottery wheel, clay, and sculpting tools for crafting ceramics and clayware.",10 gp,,3,common,no,tools,,,
Smith's tools,"Smith's tools are essential for blacksmithing, including anvils, hammers, and tongs for forging metal objects.",20 gp,,8,common,no,tools,,,
Tinker's tools,"Tinker's tools encompass a wide range of gadgets, gears, and small tools used for repairing and crafting mechanical devices.",50 gp,,10,common,no,tools,,,
Weaver's tools,"Weaver's tools contain looms, thread, and fabric for creating textiles, clothing, and tapestries.",1 gp,,5,common,no,tools,,,
Navigator's tools,"Navigator's tools include navigational charts, sextants, and compasses used for precise navigation at sea or land.",25 gp,,2,common,no,tools,,,
Woodcarver's tools,"Woodcarver's tools consist of chisels, gouges, and carving knives for creating intricate wooden sculptures and designs.",1 gp,,5,common,no,tools,,,
Thieves' tools,"Thieves' tools are a set of lock picks, wires, and tools used by rogues and burglars for bypassing locks and traps.",25 gp,,1,common,no,tools,,,
Poisoner's kit,"A poisoner's kit contains vials of toxic substances, applicators, and antidotes, typically used by assassins and poison enthusiasts.",50 gp,,2,common,no,tools,,,
Herbalism kit,"An herbalism kit includes various herbs, roots, and tools for harvesting and preparing medicinal or magical herbs.",5 gp,,3,common,no,tools,,,
Disguise kit,"A disguise kit contains makeup, wigs, and clothing used for altering one's appearance and assuming different identities.",25 gp,,3,common,no,tools,,,
Forgery kit,"A forgery kit includes inks, parchment, and specialized tools for creating convincing counterfeit documents and seals.",15 gp,,5,common,no,tools,,,
Dice set,"A dice set consists of various dice used in tabletop games, including six-sided, eight-sided, ten-sided, and more.",1 sp,,0,common,no,gaming_sets,,,
Dragonchess set,"A Dragonchess set is a strategic board game enjoyed by intellectuals, resembling chess but with fantasy-themed pieces.",1 gp,,0.5,common,no,gaming_sets,,,
Playing card set,A playing card set includes a deck of cards used for various card games and fortune-telling practices.,5 gp,,0,common,no,gaming_sets,,,
Three-Dragon Ante set,"Three-Dragon Ante is a popular card game in D&D, and a set includes cards and rules for playing this game of chance.",1 gp,,0,common,no,gaming_sets,,,
Bagpipe,A bagpipe is a musical instrument that uses a bag to create a unique sound by blowing air through pipes and playing melodies.,30 gp,,6,common,no,music_instruments,,,
Drum,A drum is a percussion instrument that can set rhythms and provide inspiration during gatherings and battles.,6 gp,,3,common,no,music_instruments,,,
Dulcimer,"A dulcimer is a stringed instrument with a melodious, soothing sound, typically played using hammers.",25 gp,,10,common,no,music_instruments,,,
Flute,"A flute is a woodwind instrument that produces enchanting melodies when blown into, often used in various settings.",2 gp,,1,common,no,music_instruments,,,
Lute,"A lute is a stringed instrument known for its elegance and versatility, used by bards and musicians for storytelling.",35 gp,,2,common,no,music_instruments,,,
Lyre,"A lyre is a stringed instrument resembling a small harp, favored by poets and bards for accompanying their songs.",30 gp,,2,common,no,music_instruments,,,
Horn,"A horn can refer to a variety of wind instruments, including trumpets and hunting horns, used for signaling or music.",3 gp,,2,common,no,music_instruments,,,
Pan Flute,"A pan flute is a collection of tubes of varying lengths that create beautiful, ethereal music when blown into.",12 gp,,2,common,no,music_instruments,,,
Shawm,"A shawm is a medieval woodwind instrument with a piercing, distinctive sound, often used in folk and festive music.",2 gp,,1,common,no,music_instruments,,,
Viol,"A viol is a bowed string instrument that adds depth and emotion to musical performances, popular in chamber music.",30 gp,,1,common,no,music_instruments,,,
Assassin's blood,"A creature subjected to this poison must make a DC 10 Constitution saving throw. On a failed save, it takes 6 (1d12) poison damage and is poisoned for 24 hours. On a successful save, the creature takes half damage and isn’t poisoned., Type of poison: Ingested, DC: 10",150 gp,,0.5,Very Rare,no,poison,,,
Truth serum,"A creature subjected to this poison must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. The poisoned creature can’t knowingly speak a lie, as if under the effect of a zone of truth spell., Type of poison: Ingested, DC: 11",150 gp,,0.5,Rare,no,poison,,,
Carrion crawler mucus,"This poison must be harvested from a dead or incapacitated crawler. A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. The poisoned creature is paralyzed. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success., Type of poison: Contact, DC: 13",200 gp,,0.5,Uncommon,no,poison,,,
Drow poison,"This poison is typically made only by the drow, and only in a place far removed from sunlight. A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the creature is also unconscious while poisoned in this way. The creature wakes up if it takes damage or if another creature takes an action to shake it awake., Type of poison: Injury, DC: 13",200 gp,,0.5,Uncommon,no,poison,,,
Serpent venom,"This poison must be harvested from a dead or incapacitated giant poisonous snake. A creature subjected to this poison must succeed on a DC 11 Constitution saving throw, taking 10 (3d6) poison damage on a failed save, or half as much damage on a successful one., Type of poison: Injury, DC: 11",200 gp,,0.5,Common,no,poison,,,
Malice,"A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 1 hour. The poisoned creature is blinded., Type of poison: Inhaled, DC: 15",250 gp,,0.5,Very Rare,no,poison,,,
Pale tincture,"A creature subjected to this poison must succeed on a DC 16 Constitution saving throw or take 3 (1d6) poison damage and become poisoned. The poisoned creature must repeat the saving throw every 24 hours, taking 3 (1d6) poison damage on a failed save. Until this poison ends, the damage the poison deals can’t be healed by any means. After seven successful saving throws, the effect ends and the creature can heal normally., Type of poison: Ingested, DC: 16",250 gp,,0.5,Common,no,poison,,,
Essence of ether,"A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 8 hours. The poisoned creature is unconscious. The creature wakes up if it takes damage or if another creature takes an action to shake it awake., Type of poison: Inhaled, DC: 15",300 gp,,0.5,Rare,no,poison,,,
Oil of taggit,"A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or become poisoned for 24 hours. The poisoned creature is unconscious. The creature wakes up if it takes damage., Type of poison: Contact, DC: 13",400 gp,,0.5,Rare,no,poison,,,
Burnt othur fumes,"A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or take 10 (3d6) poison damage, and must repeat the saving throw at the start of each of its turns. On each successive failed save, the character takes 3 (1d6) poison damage. After three successful saves, the poison ends., Type of poison: Inhaled, DC: 13",500 gp,,0.5,Very Rare,no,poison,,,
Torpor,"A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 4d6 hours. The poisoned creature is incapacitated., Type of poison: Ingested, DC: 15",600 gp,,0.5,Uncommon,no,poison,,,
Wyvern poison,"This poison must be harvested from a dead or incapacitated wyvern. A creature subjected to this poison must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one., Type of poison: Injury, DC: 15","1,200 gp",,0.5,Very Rare,no,poison,,,
Midnight tears,"A creature that ingests this poison suffers no effect until the stroke of midnight. If the poison has not been neutralized before then, the creature must succeed on a DC 17 Constitution saving throw, taking 31 (9d6) poison damage on a failed save, or half as much damage on a successful one., Type of poison: Ingested, DC: 17","1,500 gp",,0.5,Very Rare,no,poison,,,
Purple worm poison,"This poison must be harvested from a dead or incapacitated purple worm. A creature subjected to this poison must make a DC 19 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one., Type of poison: Injury, DC: 19","2,000 gp",,0.5,Very Rare,no,poison,,,
